id;siteId;assessmentCriteriaId;logDate;oldScore;newScore;oldRecommendationDescription;newRecommendationDescription;oldRecommendationStatusId;newRecommendationStatusId;oldNotes;newNotes;createDate;createdBy;updateDate;updatedBy
1344;241;95;59:15.7;3;1;;;6;2;No present;Not present;58:31.2;;58:31.2;YUSRA_ALI@CRGL-THIRDPARTY.COM
1345;83;86;15:22.9;2;2;Cover up window or replace door;Cover up window or replace door;3;2;Door has a large glass window;Door has a large glass window;15:05.9;;15:05.9;MAXWELL_MCDANIEL@CRGL-THIRDPARTY.COM
1346;38;47;11:22.8;3;3;;;3;6;LAN is compliant after 'P-609202 Sofia Remediation';LAN solution is fully redundant and compliant;;;58:11.7;CHRIS SOUTHERN
1347;38;51;12:03.7;3;3;;;6;6;Standard guest wifi is deployed;office location only - no plant networks;;;;
1348;38;52;12:11.1;3;3;;;6;6;;office location only - no plant networks;;;;
1349;38;49;12:43.4;2;3;P-609202 Sofia Remediation;;3;6;Wireless infra appriaching EOL;Wireless devices are fully redundant and compliant;;;;
1350;38;50;12:59.6;2;3;P-609202 Sofia Remediation;;3;6;Wireless infra appriaching EOL;Wireless infra solution is fully redundant and compliant;;;;
1351;48;42;08:15.5;3;3;;;6;6;;;08:49.3;;12:10.9;FABIO FERKET
1352;48;19;08:27.9;3;3;;;6;6;;;09:08.6;;09:08.6;FABIO FERKET
1353;143;31;40:33.1;3;3;;;6;5;;;39:00.9;;39:00.9;SANTHOSH_RAJAGOPAL@CRGL-THIRDPARTY.COM
1354;143;38;40:39.6;3;3;;;6;5;;;40:16.1;;40:16.1;SANTHOSH_RAJAGOPAL@CRGL-THIRDPARTY.COM
1355;83;96;15:31.5;2;2;Move exposed cables under/behind object;Move exposed cables under/behind object;3;2;;;12:44.4;;12:44.4;MAXWELL_MCDANIEL@CRGL-THIRDPARTY.COM
1356;83;86;16:18.1;2;2;Cover up window or replace door;Cover up window or replace door;2;2;Door has a large glass window;Door has a large glass window;15:05.9;;15:22.9;MAXWELL_MCDANIEL@CRGL-THIRDPARTY.COM
1357;209;89;45:37.7;1;3;Have a access control to instaleld currently no access control;Have a access control to instaleld currently no access control;2;2;;;45:13.6;;45:13.6;SANITH_P@CRGL-THIRDPARTY.COM
1358;209;89;45:48.5;3;3;Have a access control to instaleld currently no access control;l;2;2;;;45:13.6;;45:37.7;SANITH_P@CRGL-THIRDPARTY.COM
1359;209;89;46:26.4;3;3;l;;2;5;;;45:13.6;;45:48.5;SANITH_P@CRGL-THIRDPARTY.COM
1360;251;89;46:35.9;3;1;;;5;5;;;46:26.1;;46:26.1;R_LUO@CRGL-THIRDPARTY.COM
1361;251;89;46:42.6;1;3;;;5;5;;;46:26.1;;46:35.9;R_LUO@CRGL-THIRDPARTY.COM
1362;209;92;03:44.6;3;3;;;5;6;;;47:10.8;;47:10.8;SIEW_MING_NG@CRGL-THIRDPARTY.COM
1363;93;80;15:46.8;3;3;Room is under construction, P-1314503 - wormer - server room assessment;Room is under construction, P-1314503 - wormer - server room assessment;6;6;;;14:54.1;;14:54.1;P_DEMPSEY@CRGL-THIRDPARTY.COM
1364;88;44;35:41.1;3;3;;;6;6;WAN infra has sufficient capacity, no degradation in service should be expected even if one of the circuits fails.;WAN infra has sufficient capacity, no degradation in service should be expected even if one of the circuits fails.;26:27.8;;26:27.8;CHRIS SOUTHERN
1365;88;43;35:49.8;3;3;;;6;6;Standard SDWAN devices have been deployed;Standard SDWAN devices have been deployed;27:01.3;;21:39.7;CHRIS SOUTHERN
1366;88;45;35:55.8;3;3;;;6;6;Standard SDWAN solution has been deployed;Standard SDWAN solution has been deployed;28:05.8;;21:07.0;CHRIS_SOUTHERN@CRGL-THIRDPARTY.COM
1367;88;46;37:11.6;2;2;;;2;2;P-1057901 added additional stack member to wolverhampton4-swt switch stack but this does not alter below comments.Most LAN devices are standard fully supported models however, there are also some devices approaching end of support hardware status;Most LAN devices are standard fully supported models however, there are also some devices approaching end of support hardware status, including the single core switches;55:44.9;;35:44.1;ALEX_ABREU@CRGL-THIRDPARTY.COM
1368;88;47;37:32.5;1;1;LAN Redesign;LAN Redesign;2;2;P-1057901 added additional stack member to wolverhampton4-swt switch stack but this does not alter below comments.Multiple single points of failure and many daisy chained switch connections are found, this brings a major risk of service outages in some areas of the LAN;Core switch is a single stacked switch..Multiple single points of failure and many daisy chained switch connections are found, this brings a major risk of service outages in some areas of the LAN;57:00.0;;35:59.6;ALEX_ABREU@CRGL-THIRDPARTY.COM
1369;88;51;39:09.8;3;3;;;6;6;Standard plant segmentation solution is deployed with standard fully supported hardware.;plant LAN devices;39:02.2;;39:02.2;CHRIS SOUTHERN
1370;137;80;42:32.1;;3;;;2;2;;;40:59.9;;40:59.9;P_DEMPSEY@CRGL-THIRDPARTY.COM
1371;89;43;42:51.9;2;3;WAN infra will replaced during SDWAN program;;3;6;WAN infra hardware is approaching end of life;Standard SDWAN devices are deployed;50:20.3;;50:20.3;CHRIS SOUTHERN
1372;38;84;24:33.1;3;;;;5;5;;;23:21.7;;23:21.7;P_DEMPSEY@CRGL-THIRDPARTY.COM
1373;211;88;22:19.2;2;2;Internal door to computer room is monitored by the Building Management System (e.g. card key, camera, etc.);Internal door to computer room is monitored by the Building Management System (e.g. card key, camera, etc.);2;2;N/A - Computer room door locker is manual key (I/T and office service),there are 3 cameras support only office door exit.;N/A - Computer room is within the main office and door locker is manual key (Only I/T and office service are allowed to access ), there are 3 cameras installed and support at office exit doors.;20:23.8;;20:23.8;PAIBOON_THAMMAKITCHANON@CRGL-THIRDPARTY.COM
1374;211;88;29:47.4;2;2;Internal door to computer room is monitored by the Building Management System (e.g. card key, camera, etc.);Internal door to computer room is monitored by the Building Management System (e.g. card key, camera, etc.);2;2;N/A - Computer room is within the main office and door locker is manual key (Only I/T and office service are allowed to access ), there are 3 cameras installed and support at office exit doors.;N/A - Computer room is within the main office and door locker is manual key (Only I/T and office service are allowed to access ), there are 3 cameras installed and support at office exit doors. and 3 Office exit doors are controlled by access door control system;20:23.8;;22:19.3;PAIBOON_THAMMAKITCHANON@CRGL-THIRDPARTY.COM
1375;88;52;38:48.0;3;1;;;6;6;Standard plant segmentation solution is deployed with approved designs and redundancy;Standard plant segmentation solution is deployed with dual firewalls but Plant Core is a L2 switch stack, with another daisy chained L2 switch connected.;39:23.7;;39:23.7;CHRIS SOUTHERN
1376;88;49;40:07.0;2;2;;;2;2;Many new WAPs deployed in the plant are fully supported models, however some older WAPs in the office are older models approaching end of support status;Many new WAPs deployed in the plant are fully supported models, however some older WAPs in the office are older models approaching end of support status;48:36.1;;48:36.1;CHRIS SOUTHERN
1377;88;50;40:56.9;2;2;plan for lifecycle of legacy WAPs;Assess if WLC should be replaced;2;2;There is a mix of WAPs with new technology in the plant area and older legacy WAPs in the offices.;Current WLCs are at full capacity, cannot add more WAPs without replacing the WLC solution.  There is a mix of WAPs with new technology in the plant area and older legacy WAPs in the offices.;50:35.2;;50:35.2;CHRIS SOUTHERN
1378;89;44;42:29.8;2;2;Upgrade MPLS or add second DIA circuit.;Upgrade MPLS or add second DIA circuit.;2;2;Capacity concerns in the event of a failure on the DIA circuit.;Capacity concerns in the event of a failure on the DIA circuit.;49:44.3;;31:42.4;CHRIS_SOUTHERN@CRGL-THIRDPARTY.COM
1379;89;45;42:58.8;3;3;;;6;6;WAN has standard SDWAN design with appropriate redundancy;WAN has standard SDWAN design with appropriate redundancy;50:44.3;;31:54.1;CHRIS_SOUTHERN@CRGL-THIRDPARTY.COM
1380;89;46;43:49.1;2;2;Lifecycle;;3;2;Most of the LAN devices are fully compliant, but the core switches are approaching EOL status.;Most of the LAN devices are fully compliant, but the core switches are a single stack that is approaching EOL status.;30:55.4;;30:55.4;CHRIS SOUTHERN
1381;89;47;44:24.9;2;1;;;2;2;Most links have redundancy and standard topology design.  Two switches orleans3-swt and orleans10-swt have single uplink.;Most links have redundancy and standard topology design.  Two switches orleans3-swt and orleans10-swt have single uplink, single L2 daisy chain in the LAN.;31:50.8;;31:50.8;CHRIS SOUTHERN
1382;38;89;18:41.0;3;3;;;6;6;;;22:54.0;;36:11.5;P_DEMPSEY@CRGL-THIRDPARTY.COM
1383;13;89;56:02.0;3;3;;;6;6;;;49:55.0;;49:55.0;P_DEMPSEY@CRGL-THIRDPARTY.COM
1384;30;89;59:10.4;3;3;;;6;6;;;20:17.4;;20:17.4;P_DEMPSEY@CRGL-THIRDPARTY.COM
1385;44;89;00:54.3;3;3;;;6;6;;;48:16.9;;48:16.9;P_DEMPSEY@CRGL-THIRDPARTY.COM
1386;37;89;02:09.6;3;3;;;6;6;;;37:51.5;;37:51.5;P_DEMPSEY@CRGL-THIRDPARTY.COM
1387;137;89;05:07.6;3;3;;;6;6;;;43:43.3;;43:43.3;P_DEMPSEY@CRGL-THIRDPARTY.COM
1388;15;46;49:33.1;2;2;End of life hardware;End of life hardware;2;2;;Additional switch installed at Workshop building 13. This is a single switch with dual uplinks with 3 WAPs connected to it. This is within standards because Baupte is a Tier 2 location. No remediation done on the rest of the network so score stays the same.;;;;
1389;15;47;49:43.9;1;1;Remove daisy chains, hardware and fibre single point of failure;Remove daisy chains, hardware and fibre single point of failure;2;2;;Additional switch installed at Workshop building 13. This is a single switch with dual uplinks with 3 WAPs connected to it. This is within standards because Baupte is a Tier 2 location. No remediation done on the rest of the network so score stays the same.;;;;
1390;15;52;52:23.0;3;1;;Add link redundancy and remove daisy chains that are against Cargill standards. Review whether hardware redundancy is needed.;6;2;;Plant firewall and plant core ok;;;;
1391;56;89;20:25.4;;;;;1;2;Site is currently starting a project to migrate the server room to a newly created space - P-1209746 CASC Africa, Egypt - Alex NSC Server Room FY 2122;Site is currently starting a project to migrate the server room to a newly created space - P-1209746 CASC Africa, Egypt - Alex NSC Server Room FY 2122;55:48.7;;56:53.6;P_DEMPSEY@CRGL-THIRDPARTY.COM
1392;56;92;20:34.0;;;;;1;2;;Site is currently starting a project to migrate the server room to a newly created space - P-1209746 CASC Africa, Egypt - Alex NSC Server Room FY 2122;55:59.1;;57:05.8;P_DEMPSEY@CRGL-THIRDPARTY.COM
1393;56;109;20:42.5;;;;;1;2;;Site is currently starting a project to migrate the server room to a newly created space - P-1209746 CASC Africa, Egypt - Alex NSC Server Room FY 2122;56:03.6;;57:10.4;P_DEMPSEY@CRGL-THIRDPARTY.COM
1394;56;80;20:48.2;;;;;1;2;;Site is currently starting a project to migrate the server room to a newly created space - P-1209746 CASC Africa, Egypt - Alex NSC Server Room FY 2122;56:08.4;;57:19.4;P_DEMPSEY@CRGL-THIRDPARTY.COM
1395;56;91;21:34.8;;;;;1;2;;Site is currently starting a project to migrate the server room to a newly created space - P-1209746 CASC Africa, Egypt - Alex NSC Server Room FY 2122;57:24.7;;57:24.7;P_DEMPSEY@CRGL-THIRDPARTY.COM
1396;56;97;21:41.5;;;;;1;2;;Site is currently starting a project to migrate the server room to a newly created space - P-1209746 CASC Africa, Egypt - Alex NSC Server Room FY 2122;57:32.1;;57:32.1;P_DEMPSEY@CRGL-THIRDPARTY.COM
1397;56;84;21:48.0;;;;;1;2;;Site is currently starting a project to migrate the server room to a newly created space - P-1209746 CASC Africa, Egypt - Alex NSC Server Room FY 2122;58:41.8;;58:41.8;P_DEMPSEY@CRGL-THIRDPARTY.COM
1398;56;94;21:55.3;;;;;1;2;;Site is currently starting a project to migrate the server room to a newly created space - P-1209746 CASC Africa, Egypt - Alex NSC Server Room FY 2122;58:47.8;;58:47.8;P_DEMPSEY@CRGL-THIRDPARTY.COM
1399;56;95;22:01.6;;;;;1;2;;Site is currently starting a project to migrate the server room to a newly created space - P-1209746 CASC Africa, Egypt - Alex NSC Server Room FY 2122;58:57.0;;58:57.0;P_DEMPSEY@CRGL-THIRDPARTY.COM
1400;56;93;22:07.9;;;;;1;2;;Site is currently starting a project to migrate the server room to a newly created space - P-1209746 CASC Africa, Egypt - Alex NSC Server Room FY 2122;59:17.0;;59:17.0;P_DEMPSEY@CRGL-THIRDPARTY.COM
1401;209;84;34:25.9;3;3;;;5;6;;current is digital door access and we can retrieve the detail report from FM team;33:11.2;;33:11.2;SIEW_MING_NG@CRGL-THIRDPARTY.COM
1402;209;94;37:00.9;3;3;;;5;5;;except for the 17th floor the file extinguishers is just outside the computer;35:15.9;;35:15.9;SIEW_MING_NG@CRGL-THIRDPARTY.COM
1403;209;95;42:01.7;3;3;;;5;6;;;40:52.3;;40:52.3;SIEW_MING_NG@CRGL-THIRDPARTY.COM
1404;66;44;49:02.6;3;3;;;2;2;No concerns with WAN capacity in Nov 2021;No concerns with WAN capacity in Nov 2021;01:13.5;;11:41.7;CHRIS_SOUTHERN@CRGL-THIRDPARTY.COM
1405;66;46;49:16.4;3;3;;;2;2;LAN devices have been life cycled;LAN devices have been life cycled;18:28.1;;18:28.1;CHRIS SOUTHERN
1406;56;85;22:18.7;;;;;1;2;;Site is currently starting a project to migrate the server room to a newly created space - P-1209746 CASC Africa, Egypt - Alex NSC Server Room FY 2122;59:22.2;;59:22.2;P_DEMPSEY@CRGL-THIRDPARTY.COM
1407;56;104;22:25.4;;;;;1;2;;Site is currently starting a project to migrate the server room to a newly created space - P-1209746 CASC Africa, Egypt - Alex NSC Server Room FY 2122;59:28.1;;59:28.1;P_DEMPSEY@CRGL-THIRDPARTY.COM
1408;56;88;22:31.7;;;;;1;2;;Site is currently starting a project to migrate the server room to a newly created space - P-1209746 CASC Africa, Egypt - Alex NSC Server Room FY 2122;59:33.2;;59:33.2;P_DEMPSEY@CRGL-THIRDPARTY.COM
1409;56;86;22:38.6;;;;;1;2;;Site is currently starting a project to migrate the server room to a newly created space - P-1209746 CASC Africa, Egypt - Alex NSC Server Room FY 2122;59:38.5;;59:38.5;P_DEMPSEY@CRGL-THIRDPARTY.COM
1410;56;87;22:46.3;;;;;1;2;;Site is currently starting a project to migrate the server room to a newly created space - P-1209746 CASC Africa, Egypt - Alex NSC Server Room FY 2122;59:46.1;;59:46.1;P_DEMPSEY@CRGL-THIRDPARTY.COM
1411;56;105;22:54.4;;;;;1;2;;Site is currently starting a project to migrate the server room to a newly created space - P-1209746 CASC Africa, Egypt - Alex NSC Server Room FY 2122;59:51.5;;59:51.5;P_DEMPSEY@CRGL-THIRDPARTY.COM
1412;56;108;23:02.5;;;;;1;2;;Site is currently starting a project to migrate the server room to a newly created space - P-1209746 CASC Africa, Egypt - Alex NSC Server Room FY 2122;07:22.8;;07:22.8;P_DEMPSEY@CRGL-THIRDPARTY.COM
1413;56;114;23:09.7;;;;;1;2;;Site is currently starting a project to migrate the server room to a newly created space - P-1209746 CASC Africa, Egypt - Alex NSC Server Room FY 2122;07:35.6;;07:35.6;P_DEMPSEY@CRGL-THIRDPARTY.COM
1414;56;115;23:17.0;;;;;1;2;;Site is currently starting a project to migrate the server room to a newly created space - P-1209746 CASC Africa, Egypt - Alex NSC Server Room FY 2122;07:44.0;;07:44.0;P_DEMPSEY@CRGL-THIRDPARTY.COM
1415;56;112;23:24.3;;;;;1;2;;Site is currently starting a project to migrate the server room to a newly created space - P-1209746 CASC Africa, Egypt - Alex NSC Server Room FY 2122;07:51.1;;07:51.1;P_DEMPSEY@CRGL-THIRDPARTY.COM
1416;56;83;23:34.9;;;;;1;2;;Site is currently starting a project to migrate the server room to a newly created space - P-1209746 CASC Africa, Egypt - Alex NSC Server Room FY 2122;07:57.1;;07:57.1;P_DEMPSEY@CRGL-THIRDPARTY.COM
1417;56;82;23:43.5;;;;;1;2;;Site is currently starting a project to migrate the server room to a newly created space - P-1209746 CASC Africa, Egypt - Alex NSC Server Room FY 2122;08:05.1;;08:05.1;P_DEMPSEY@CRGL-THIRDPARTY.COM
1418;56;113;23:58.3;;;;;1;2;;Site is currently starting a project to migrate the server room to a newly created space - P-1209746 CASC Africa, Egypt - Alex NSC Server Room FY 2122;08:11.7;;08:11.7;P_DEMPSEY@CRGL-THIRDPARTY.COM
1419;56;96;24:06.0;;;;;1;2;;Site is currently starting a project to migrate the server room to a newly created space - P-1209746 CASC Africa, Egypt - Alex NSC Server Room FY 2122;08:18.2;;08:18.2;P_DEMPSEY@CRGL-THIRDPARTY.COM
1420;56;98;24:14.1;;;;;1;2;;Site is currently starting a project to migrate the server room to a newly created space - P-1209746 CASC Africa, Egypt - Alex NSC Server Room FY 2122;08:24.9;;08:24.9;P_DEMPSEY@CRGL-THIRDPARTY.COM
1421;56;99;24:21.9;;;;;1;2;;Site is currently starting a project to migrate the server room to a newly created space - P-1209746 CASC Africa, Egypt - Alex NSC Server Room FY 2122;08:32.5;;08:32.5;P_DEMPSEY@CRGL-THIRDPARTY.COM
1422;138;84;39:25.3;1;;Business to install Key Card system and restrict secured access;;2;6;;;38:52.3;;38:52.3;P_DEMPSEY@CRGL-THIRDPARTY.COM
1423;138;92;41:24.7;3;3;;;6;6;;;28:48.5;;28:48.5;P_DEMPSEY@CRGL-THIRDPARTY.COM
1424;104;82;37:51.8;3;3;;;6;6;;;26:32.0;;26:32.0;P_DEMPSEY@CRGL-THIRDPARTY.COM
1425;104;114;53:11.0;3;2;;Evidence of a build up of dust - Business are looking into this but it does need to be followed up on;6;2;;;52:00.5;;52:00.5;P_DEMPSEY@CRGL-THIRDPARTY.COM
1426;56;106;24:29.2;;;;;1;2;;Site is currently starting a project to migrate the server room to a newly created space - P-1209746 CASC Africa, Egypt - Alex NSC Server Room FY 2122;08:39.5;;08:39.5;P_DEMPSEY@CRGL-THIRDPARTY.COM
1427;56;81;24:38.3;;;;;1;2;;Site is currently starting a project to migrate the server room to a newly created space - P-1209746 CASC Africa, Egypt - Alex NSC Server Room FY 2122;08:46.0;;08:46.0;P_DEMPSEY@CRGL-THIRDPARTY.COM
1428;56;111;24:48.3;;;;;1;2;;Site is currently starting a project to migrate the server room to a newly created space - P-1209746 CASC Africa, Egypt - Alex NSC Server Room FY 2122;08:52.3;;08:52.3;P_DEMPSEY@CRGL-THIRDPARTY.COM
1429;56;110;24:56.8;;;;;1;2;;Site is currently starting a project to migrate the server room to a newly created space - P-1209746 CASC Africa, Egypt - Alex NSC Server Room FY 2122;08:58.5;;08:58.5;P_DEMPSEY@CRGL-THIRDPARTY.COM
1430;56;107;25:05.2;;;;;1;2;;Site is currently starting a project to migrate the server room to a newly created space - P-1209746 CASC Africa, Egypt - Alex NSC Server Room FY 2122;09:06.0;;09:06.0;P_DEMPSEY@CRGL-THIRDPARTY.COM
1431;56;101;25:13.4;;;;;1;2;;Site is currently starting a project to migrate the server room to a newly created space - P-1209746 CASC Africa, Egypt - Alex NSC Server Room FY 2122;09:12.5;;09:12.5;P_DEMPSEY@CRGL-THIRDPARTY.COM
1432;56;103;25:25.1;;;;;1;2;;Site is currently starting a project to migrate the server room to a newly created space - P-1209746 CASC Africa, Egypt - Alex NSC Server Room FY 2122;09:18.8;;09:18.8;P_DEMPSEY@CRGL-THIRDPARTY.COM
1433;56;100;25:37.4;;;;;1;2;;Site is currently starting a project to migrate the server room to a newly created space - P-1209746 CASC Africa, Egypt - Alex NSC Server Room FY 2122;09:26.3;;09:26.3;P_DEMPSEY@CRGL-THIRDPARTY.COM
1434;56;102;25:45.2;;;;;1;2;;Site is currently starting a project to migrate the server room to a newly created space - P-1209746 CASC Africa, Egypt - Alex NSC Server Room FY 2122;09:32.6;;09:32.6;P_DEMPSEY@CRGL-THIRDPARTY.COM
1435;56;90;25:52.6;;;;;1;2;;Site is currently starting a project to migrate the server room to a newly created space - P-1209746 CASC Africa, Egypt - Alex NSC Server Room FY 2122;09:39.2;;09:39.2;P_DEMPSEY@CRGL-THIRDPARTY.COM
1436;184;95;23:23.9;;;;;2;5;Fire suppression system (e.g. pre-action sprinkler system is present);Fire suppression system (e.g. pre-action sprinkler system is present);22:40.7;;22:40.7;PAIBOON_THAMMAKITCHANON@CRGL-THIRDPARTY.COM
1437;13;109;18:09.6;2;2;There is a climate system but temperature & humidity are not monitored - Business need to introduce monitoring system;There is a climate system but temperature & humidity are not monitored - Business need to introduce monitoring system;2;2;;;17:01.6;;17:01.6;P_DEMPSEY@CRGL-THIRDPARTY.COM
1438;211;111;40:21.4;1;1;;;2;2;Risky - Room relative humidity is maintained between 40% to 60%.  Tip:  if there is not a humidity measurement in room then this is a fail (mark as red);Risky - Room relative humidity is maintained between 40% to 60%.  Tip:  if there is not a humidity measurement in room then this is a fail (mark as red) - No humidity meter;39:47.4;;39:47.4;PAIBOON_THAMMAKITCHANON@CRGL-THIRDPARTY.COM
1439;93;93;23:48.7;1;1;4 fire detection devices in but they are very old and not tested - Business to address;4 fire detection devices in but they are very old and not tested - Business to address;2;2;;;23:36.8;;23:36.8;P_DEMPSEY@CRGL-THIRDPARTY.COM
1440;66;47;50:05.5;3;2;;;2;2;LAN design is current and has appropriate level of redundancy;LAN has single stack core switch, LAN has HA but L2 switches are single units;18:46.0;;18:46.0;CHRIS SOUTHERN
1441;66;51;51:29.7;3;3;;;2;2;Standard plant segmentation is deployed and devices are current models;Standard plant segmentation is deployed and devices are current models;19:17.1;;19:17.1;CHRIS SOUTHERN
1442;53;89;06:53.1;3;3;;;6;6;;;39:12.7;;39:12.7;P_DEMPSEY@CRGL-THIRDPARTY.COM
1443;69;89;08:04.3;3;3;;;6;6;;;54:37.6;;54:37.6;P_DEMPSEY@CRGL-THIRDPARTY.COM
1444;108;89;09:27.2;3;3;;;6;6;;;57:55.4;;57:55.4;P_DEMPSEY@CRGL-THIRDPARTY.COM
1445;211;104;26:18.0;1;;If present, generator is in operating order and is serviced annually.Tip:  may need to inquire with plant manager or site contact;If present, generator is in operating order and is serviced annually.Tip:  may need to inquire with plant manager or site contact;2;2;N/A - This is office rental building. No any generator support from Building.;N/A - This is office rental building. No any generator support from Building.;25:58.5;;25:58.5;PAIBOON_THAMMAKITCHANON@CRGL-THIRDPARTY.COM
1446;211;89;48:00.7;3;1;;Door locker is manual key lock. FS and office service have the key. No access door control support.;5;2;Good - Access log denoting who is entering the room, for what purpose, time and exit of entry is present and maintained. Logged book is provided for computer room accessing.;Risk - Logged book is provided for computer room accessing. but No access door control support.;42:43.9;;42:43.9;PAIBOON_THAMMAKITCHANON@CRGL-THIRDPARTY.COM
1447;89;51;45:20.4;3;3;;;6;6;Standard plant segmentation solution deployed with fully supported Checkpoint firewalls;Standard plant segmentation solution deployed with fully supported Checkpoint firewalls;32:54.1;;32:54.1;CHRIS SOUTHERN
1448;66;52;52:13.3;3;2;;Build redundancy in Plant LAN;2;2;Standard plant segmentation is deployed with standard design with redundancy;Standard plant segmentation is deployed with dual firewalls.  However, plant Core swt is a single L2 switch, with another daisy chained L2 switch connected.;19:36.3;;19:36.3;CHRIS SOUTHERN
1449;211;92;12:22.0;3;3;;;5;6;Good - Sufficient overhead lighting is present within the room for employees to perform work safely.;Good - Sufficient overhead lighting is present within the room for employees to perform work safely.;39:24.1;;39:24.1;PAIBOON_THAMMAKITCHANON@CRGL-THIRDPARTY.COM
1450;211;89;13:47.3;1;1;Door locker is manual key lock. FS and office service have the key. No access door control support.;Door locker is manual key lock. FS and office service only have the key. No access door control support : request to have Access door control installation;2;2;Risk - Logged book is provided for computer room accessing. but No access door control support.;Risk - Logged book is provided for computer room accessing. but No access door control support.;42:43.9;;48:00.7;PAIBOON_THAMMAKITCHANON@CRGL-THIRDPARTY.COM
1451;211;109;14:19.4;3;3;;;5;6;Good - The room has working climate control system and monitors to regulate temperature and humidity within the room.;Good - The room has working climate control system and monitors to regulate temperature and humidity within the room.;38:43.1;;38:43.1;PAIBOON_THAMMAKITCHANON@CRGL-THIRDPARTY.COM
1452;182;89;53:40.6;3;3;;;6;6;;We limit people in and out of the Computer Room using Finger scan and can check people in and out and have a log book in and out.;48:43.8;;48:43.8;PAIBOON_THAMMAKITCHANON@CRGL-THIRDPARTY.COM
1453;182;89;02:09.3;3;3;;;6;6;We limit people in and out of the Computer Room using Finger scan and can check people in and out and have a log book in and out.;We limit people in and out of the Computer Room using Finger scan and can check people in and out and have a log book in and out.;48:43.8;;53:40.7;PAIBOON_THAMMAKITCHANON@CRGL-THIRDPARTY.COM
1454;182;92;08:26.6;3;3;;;6;6;The computer room is well lit.;The computer room is well lit.;05:24.8;;05:24.8;PAIBOON_THAMMAKITCHANON@CRGL-THIRDPARTY.COM
1455;191;91;17:56.6;3;2;;;5;6;;the office has renovated 7 years back FM does have the information;13:27.1;;13:27.1;SIEW_MING_NG@CRGL-THIRDPARTY.COM
1456;191;91;18:18.2;2;3;;;6;6;the office has renovated 7 years back FM does have the information;the office has renovated 7 years back FM does have the information;13:27.1;;17:56.7;SIEW_MING_NG@CRGL-THIRDPARTY.COM
1457;104;89;10:40.0;3;3;;;6;6;;;38:45.2;;38:45.2;P_DEMPSEY@CRGL-THIRDPARTY.COM
1458;203;85;54:10.8;;3;;;2;6;;;41:00.7;;41:00.7;PAIBOON_THAMMAKITCHANON@CRGL-THIRDPARTY.COM
1459;186;82;59:03.7;3;3;;;5;5;;Devices for disposal still in server room. we have arrange Vendor come and dispose all devices by end of September;46:00.5;;46:00.5;SIEW_MING_NG@CRGL-THIRDPARTY.COM
1460;53;80;38:38.9;3;3;;;6;6;;;38:03.1;;38:03.1;P_DEMPSEY@CRGL-THIRDPARTY.COM
1461;191;35;17:18.4;2;3;;;6;6;we do  not have any UPS redundancy due to this office build and power supply is very stable;we do  not have any UPS redundancy due to this office build and power supply is very stable;16:55.7;;16:55.7;SIEW_MING_NG@CRGL-THIRDPARTY.COM
1462;138;89;48:33.1;3;3;;;6;6;;;27:37.3;;27:37.3;P_DEMPSEY@CRGL-THIRDPARTY.COM
1463;123;89;54:16.4;3;3;;;6;6;;;53:51.4;;53:51.4;P_DEMPSEY@CRGL-THIRDPARTY.COM
1464;93;89;03:20.4;1;1;Card reader is not working at the moment - Room is under construction, P-1314503 - wormer - server room assessment;Card reader is not working at the moment - Room is under construction, P-1314503 - wormer - server room assessment;2;2;;;17:27.2;;17:27.2;P_DEMPSEY@CRGL-THIRDPARTY.COM
1465;291;83;04:42.6;3;3;;;5;5;has a small glass windows for FM to check inside condition;;09:15.4;;09:49.8;SIEW_MING_NG@CRGL-THIRDPARTY.COM
1466;182;111;05:24.3;;3;;;2;6;;;04:52.7;;04:52.7;PAIBOON_THAMMAKITCHANON@CRGL-THIRDPARTY.COM
1467;182;110;07:32.6;3;3;;;6;6;Room temperature is maintained between 8-27 degrees Celsius.;Room temperature is maintained between 8-27 degrees Celsius.;07:04.8;;07:04.8;PAIBOON_THAMMAKITCHANON@CRGL-THIRDPARTY.COM
1468;182;110;08:00.9;3;3;;;6;6;Room temperature is maintained between 8-27 degrees Celsius.;Room temperature is maintained between 8-27 degrees Celsius.;07:04.8;;07:32.6;PAIBOON_THAMMAKITCHANON@CRGL-THIRDPARTY.COM
1469;182;80;08:26.7;;3;;;6;6;;;05:34.4;;05:34.4;PAIBOON_THAMMAKITCHANON@CRGL-THIRDPARTY.COM
1470;182;91;08:33.7;;;;;6;6;;;09:20.6;;09:20.6;PAIBOON_THAMMAKITCHANON@CRGL-THIRDPARTY.COM
1471;182;90;17:24.3;;;;;6;6;;;16:59.7;;16:59.7;PAIBOON_THAMMAKITCHANON@CRGL-THIRDPARTY.COM
1472;182;91;17:46.6;;3;;;6;6;;;09:20.6;;08:33.7;PAIBOON_THAMMAKITCHANON@CRGL-THIRDPARTY.COM
1473;209;93;43:33.0;3;3;;;5;5;;they are not smoke detector only have heat detector;42:15.1;;42:15.1;SIEW_MING_NG@CRGL-THIRDPARTY.COM
1474;294;38;55:04.6;3;3;;;5;5;UPS - 15KVA April 2022for stand for 5 hours;;54:28.7;;54:28.7;SIEW_MING_NG@CRGL-THIRDPARTY.COM
1475;94;92;56:42.6;3;3;;;6;6;;;54:50.1;;54:50.1;P_DEMPSEY@CRGL-THIRDPARTY.COM
